"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3051548,1,0,2,1,1,0,0
1,2.3051574,3,0,0,1,3,0,0
2,2.30516,5,0,0,1,5,0,0
3,2.3051634,7,0,0,1,7,0,0
4,2.305167,9,0,0,1,9,0,0
5,2.305172,11,0,0,1,11,0,0
6,2.3051772,13,0,0,1,13,0,0
7,2.3051827,15,0,0,1,15,0,0
8,2.3051882,17,0,0,1,17,0,0
9,2.3051927,19,0,0,1,19,0,0
10,2.3051994,21,0,0,1,21,0,0
11,2.3052065,23,0,0,1,23,0,0
12,2.3052142,25,0,0,1,25,0,0
13,2.305222,27,0,0,1,27,0,0
14,2.3052268,29,0,0,1,29,0,0
15,2.3052328,31,0,0,1,31,0,0
16,2.305238,33,0,0,1,33,0,0
17,2.3052461,35,0,0,1,35,0,0
18,2.3052542,37,0,0,1,37,0,0
19,2.3052607,39,0,0,1,39,0,0
20,2.3051603,2,1,3,2,2,0,0
21,2.3051639,4,1,0,2,4,0,0
22,2.3051653,6,1,10,2,6,0,0
23,2.3051703,8,1,6,2,8,0,0
24,2.3051741,10,1,13,2,10,0,0
25,2.3051791,12,1,16,2,12,0,0
26,2.3051851,14,1,15,2,14,0,0
27,2.3051906,16,1,15,2,16,0,0
28,2.3051946,18,1,29,2,18,0,0
29,2.3052008,20,1,39,2,20,0,0
30,2.305207,22,1,46,2,22,0,0
31,2.3052149,24,1,42,2,24,0,0
32,2.3052225,26,1,39,2,26,0,0
33,2.3052292,28,1,27,2,28,0,0
34,2.3052335,30,1,49,2,30,0,0
35,2.3052416,32,1,53,2,32,0,0
36,2.305249,34,1,53,2,34,0,0
37,2.3052578,36,1,45,2,36,0,0
38,2.3052647,38,1,1058,39,38,0,0
39,2.3054779,1599,3,1058,39,39,39,0
