"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Persistence","ClusterID","TreeID","isDummyNode","TrueNodeId","isImportantPair","isMultiPersPairNode","BranchNodeID","Points:0","Points:1","Points:2"
0,2.306447,879,3,48,7,0.00029706955,0,0,0,57,1,0,0,-75.693703,2.306447,0
2,2.3064356,1159,1,48,7,4.7683716e-07,0,0,0,56,0,0,1,-75.743706,2.3064356,0
2,2.3064356,1159,1,48,7,4.7683716e-07,0,0,1,56,0,0,1,-75.693703,2.3064356,0
4,2.3063154,1581,1,723,21,4.7683716e-07,0,0,0,55,0,0,2,-75.743706,2.3063154,0
4,2.3063154,1581,1,723,21,4.7683716e-07,0,0,1,55,0,0,2,-75.693703,2.3063154,0
6,2.3064351,1199,0,0,1,4.7683716e-07,0,0,0,18,0,0,1,-75.743706,2.3064351,0
6,2.3064351,1199,0,0,1,4.7683716e-07,0,0,1,18,0,0,1,-75.743706,2.3064351,0
8,2.3063064,1579,1,50,2,2.6226044e-06,0,0,0,54,0,0,3,-75.743706,2.3063064,0
8,2.3063064,1579,1,50,2,2.6226044e-06,0,0,1,54,0,0,3,-75.693703,2.3063064,0
10,2.3063149,1582,0,0,1,4.7683716e-07,0,0,0,28,0,0,2,-75.743706,2.3063149,0
10,2.3063149,1582,0,0,1,4.7683716e-07,0,0,1,28,0,0,2,-75.743706,2.3063149,0
12,2.3062983,1577,1,55,2,2.3841858e-07,0,0,0,53,0,0,4,-75.743706,2.3062983,0
12,2.3062983,1577,1,55,2,2.3841858e-07,0,0,1,53,0,0,4,-75.693703,2.3062983,0
14,2.3063037,1580,0,0,1,2.6226044e-06,0,0,0,27,0,0,3,-75.743706,2.3063037,0
14,2.3063037,1580,0,0,1,2.6226044e-06,0,0,1,27,0,0,3,-75.743706,2.3063037,0
16,2.3062887,1575,1,57,2,2.3841858e-07,0,0,0,52,0,0,5,-75.743706,2.3062887,0
16,2.3062887,1575,1,57,2,2.3841858e-07,0,0,1,52,0,0,5,-75.693703,2.3062887,0
18,2.306298,1578,0,0,1,2.3841858e-07,0,0,0,26,0,0,4,-75.743706,2.306298,0
